Atlanta cashier,Atlanta food,Boston food,Boston security,Chicago food,Chicago security,DC food,DC security,Dallas customer,Dallas food,Detroit food,Detroit security,Houston cashier,Houston food,LA food,LA security,Miami food,Miami security,NY food,NY security,Number of Records,Philly food,Philly security,Phoenix cashier,Phoenix food,Riv food,Riv security,SF food,SF security,Year
10.63,10.69,15.01,19.42,12.19,17.08,12.55,22.02,12.28,9.27,14.67,15.31,9.46,12.76,11.47,15.23,11.66,13.69,16.73,15.78,1,13.15,11.59,15.07,13.63,11.37,12.09,15.76,18.69,2017
