Atlanta State wages,Boston State wages,Chicago State wages,DC State wages,Dallas State wages,Detroit State wages,Houston State wages,LA State wages,Manhattan state wages,Miami State wages,Number of Records,Philly State wages,Phoenix State wages,Riv State wages,SF State wages,Year
64451,74223,72808,79329,79706,59536,42366,75095,90594,42850,1,65918,58808,62820,102031,2017
