Atlanta State wages,Boston State wages,BostonWageGap,BostonLow,AtlantaLow,AtlantaWageGap,ChicagoLow,ChicagoWageGap,SF_Low,Riv_Low,Phoenix_Low,Philly_Low,NY_Low,Miami_Low,LA_Low,DC_Low,Dallas_Low,Detroit_Low,Houston_Low,DC_WageGap,Dallas_WageGap,DetroitWageGap,HoustonWageGap,LA_WageGap,Manhattan_WageGap,Miami_WageGap,Philly_WageGap,Phoenix_WageGap,Riv_WageGap,SF_WageGap,Chicago State wages,DC State wages,Dallas State wages,Detroit State wages,Houston State wages,LA State wages,Manhattan state wages,Miami State wages,Number of Records,Philly State wages,Phoenix State wages,Riv State wages,SF State wages,Year
64451,74223,38415.8,35807.2,22172.8,42278.2,30440.8,42367.2,35828,24398.4,29848,25729.6,33810.4,26364,27768,35952.8,19648,31179.2,17776,43376.2,60058,28356.8,24590,47327,56783.6,16486,40188.4,28960,38421.6,66203,72808,79329,79706,59536,42366,75095,90594,42850,1,65918,58808,62820,102031,2017
