Atlanta State wages,Boston State wages,AvgLowAtlanta,AvgLowBoston,AvgLowChicago,AvgLowDC,AvgLowDallas,AvgLowDetroit,AvgLowHouston,AvgLowLA,AvgLowMiami,AvgLowNY,AvgLowPhilly,AvgLowPhoenix,AvgLowRiv,AvgLowSF,Chicago State wages,DC State wages,Dallas State wages,Detroit State wages,Houston State wages,LA State wages,Manhattan state wages,Miami State wages,Number of Records,Philly State wages,Phoenix State wages,Riv State wages,SF State wages,Year (State wages 2017.csv),Year
64451,74223,10.66,17.215,14.635,17.285,12.28,14.99,11.11,13.35,12.675,16.255,12.37,14.35,11.73,17.225,72808,79329,79706,59536,42366,75095,90594,42850,1,65918,58808,62820,102031,2017,2017
